,name,Value,Cost,method,Nodes,Edges,Labels,Max,Instance,Base.Value,Base.Cost,Diff.Value,Diff.Cost,Diff.Has,Type,NodesC,EdgesC,LabelsC,MaxC,InstanceC,a,b,c,d,ValueC,t,CostC,Diff.ValueC,Diff.CostC
121,300_8970_150_4_10,31,3428561,pilot.json,300,8970,150,4,10,31,5717706,0,-40.0360739079624,FALSE,CBFS,300,8970,150,4,10,168,168,0.08571019,0,31,0.212787454,154720,0,2115.97789555326
122,300_8970_150_4_2,35,3483311,pilot.json,300,8970,150,4,2,35,5796580,0,-39.9074799278195,FALSE,CBFS,300,8970,150,4,2,168,168,0.086695041,0,35,0.301814671,155455,0,2140.71982245666
123,300_8970_150_4_3,34,3503355,pilot.json,300,8970,150,4,3,34,5845314,0,-40.0655807369801,FALSE,CBFS,300,8970,150,4,3,168,168,0.08574176,0,34,0.320266031,157646,0,2122.29235121728
124,300_8970_150_4_4,33,3414907,pilot.json,300,8970,150,4,4,33,5689808,0,-39.9820345431691,FALSE,CBFS,300,8970,150,4,4,168,168,0.083211431,0,33,0.31839134,153780,0,2120.64442710365
125,300_8970_150_4_5,32,3476931,pilot.json,300,8970,150,4,5,32,5797950,0,-40.0317181072621,FALSE,CBFS,300,8970,150,4,5,168,168,0.086467981,0,32,0.318699031,154857,0,2145.2527170228
126,300_8970_150_4_6,36,3492867,pilot.json,300,8970,150,4,6,36,5827708,0,-40.0644816109524,FALSE,CBFS,300,8970,150,4,6,168,168,0.179889908,42,36,0.333347801,156540,0,2131.29359908011
127,300_8970_150_4_7,38,3423057,pilot.json,300,8970,150,4,7,38,5712580,0,-40.0786159668661,FALSE,CBFS,300,8970,150,4,7,168,168,0.085313922,0,38,0.320952979,155377,0,2103.06544726697
128,300_8970_150_4_8,35,3511775,pilot.json,300,8970,150,4,8,35,5848740,0,-39.9567257221213,FALSE,CBFS,300,8970,150,4,8,168,168,0.089728921,0,35,0.340282608,156313,0,2146.63015872
129,300_8970_150_4_9,40,3441001,pilot.json,300,8970,150,4,9,40,5724484,0,-39.8897612431094,FALSE,CBFS,300,8970,150,4,9,168,168,0.086703066,0,40,0.297401906,154169,0,2131.96686752849
130,300_8970_300_9_1,9,66319808,pilot.json,300,8970,300,9,1,9,110377099,0,-39.9152463682707,FALSE,CBFS,300,8970,300,9,1,384,384,0.888893689,28,9,8.720927122,1771866,0,3642.93586535325
131,300_8970_300_9_10,11,66686174,pilot.json,300,8970,300,9,10,11,110965631,0,-39.9037581284966,FALSE,CBFS,300,8970,300,9,10,384,384,4.788097674,172,11,9.033566888,1748890,0,3713.05708192053
132,300_8970_300_9_2,11,66137206,pilot.json,300,8970,300,9,2,11,110070413,0,-39.9137295868963,FALSE,CBFS,300,8970,300,9,2,384,384,0.525282518,0,12,9.062916604,1743388,-8.33333333333333,3693.60222738713
133,300_8970_300_9_3,10,66865344,pilot.json,300,8970,300,9,3,10,111317711,0,-39.9328791444517,FALSE,CBFS,300,8970,300,9,3,384,384,0.526090984,0,10,9.127438323,1772557,0,3672.25352978776
134,300_8970_300_9_4,12,66592624,pilot.json,300,8970,300,9,4,12,110863793,0,-39.9329373477236,FALSE,CBFS,300,8970,300,9,4,384,384,0.561578493,0,11,9.030092686,1767972,9.09090909090909,3666.6107834287
135,300_8970_300_9_5,9,66226094,pilot.json,300,8970,300,9,5,9,110194245,0,-39.9005873673348,FALSE,CBFS,300,8970,300,9,5,384,384,0.602577163,0,9,9.162593996,1744413,0,3696.46872615602
136,300_8970_300_9_6,11,66469030,pilot.json,300,8970,300,9,6,11,110631135,0,-39.9183331166222,FALSE,CBFS,300,8970,300,9,6,384,384,0.530424309,0,11,9.161010024,1752006,0,3693.88141364813
137,300_8970_300_9_7,9,66598292,pilot.json,300,8970,300,9,7,9,110781533,0,-39.8832186227284,FALSE,CBFS,300,8970,300,9,7,384,384,0.72348263,9,10,9.000481206,1767907,-10,3667.06987415062
138,300_8970_300_9_8,12,66519448,pilot.json,300,8970,300,9,8,12,110710419,0,-39.9158194857884,FALSE,CBFS,300,8970,300,9,8,384,384,2.656796678,75,12,9.332012264,1772822,0,3652.17861691698
139,300_8970_300_9_9,9,66673658,pilot.json,300,8970,300,9,9,9,111004127,0,-39.9358746364448,FALSE,CBFS,300,8970,300,9,9,384,384,1.184154891,26,9,8.974520151,1773932,0,3658.52388930354
140,300_8970_375_9_1,24,109062893,pilot.json,300,8970,375,9,1,24,181407849,0,-39.8797275855468,FALSE,CBFS,300,8970,375,9,1,404,404,5.752307872,162,21,11.848015339,2386682,14.2857142857143,4469.64492965548
141,300_8970_375_9_10,25,108735231,pilot.json,300,8970,375,9,10,25,180777343,0,-39.8512948605512,FALSE,CBFS,300,8970,375,9,10,404,404,8.732924693,276,24,11.866212289,2401113,4.16666666666667,4428.53451711769
142,300_8970_375_9_2,24,108584393,pilot.json,300,8970,375,9,2,24,180567717,0,-39.8650020036527,FALSE,CBFS,300,8970,375,9,2,404,404,2.531494156,55,22,11.702566234,2383977,9.09090909090909,4454.75841419611
143,300_8970_375_9_3,26,108586329,pilot.json,300,8970,375,9,3,26,180556313,0,-39.8601316144509,FALSE,CBFS,300,8970,375,9,3,404,404,6.836156524,222,26,11.522476249,2395678,0,4432.59281923531
144,300_8970_375_9_4,27,108224841,pilot.json,300,8970,375,9,4,27,179887607,0,-39.8375225481764,FALSE,CBFS,300,8970,375,9,4,404,404,9.529878836,324,25,11.630724559,2394771,8,4419.2146138399
145,300_8970_375_9_5,26,108958319,pilot.json,300,8970,375,9,5,26,181165301,0,-39.8569602464878,FALSE,CBFS,300,8970,375,9,5,404,404,7.986273623,243,25,11.931855157,2396215,4,4447.10111571791
146,300_8970_375_9_6,26,109194653,pilot.json,300,8970,375,9,6,26,181780657,0,-39.93054332508,FALSE,CBFS,300,8970,375,9,6,404,404,0.596401127,0,26,11.700600441,2371603,0,4504.25513882383
147,300_8970_375_9_7,29,108538025,pilot.json,300,8970,375,9,7,29,180580189,0,-39.8948325389116,FALSE,CBFS,300,8970,375,9,7,404,404,4.808400592,125,27,12.087767645,2399656,7.40740740740741,4423.06601446207
148,300_8970_375_9_8,22,108654551,pilot.json,300,8970,375,9,8,22,180696965,0,-39.8691887271045,FALSE,CBFS,300,8970,375,9,8,404,404,0.566442651,0,23,11.881544159,2400514,-4.34782608695652,4426.30357498436
149,300_8970_375_9_9,27,108902747,pilot.json,300,8970,375,9,9,27,181177009,0,-39.8915195691303,FALSE,CBFS,300,8970,375,9,9,404,404,2.804057084,65,26,11.756053451,2390024,3.84615384615385,4456.55453669085
150,300_8970_75_2_3,47,244547,pilot.json,300,8970,75,2,3,47,406565,0,-39.8504544168829,FALSE,CBFS,300,8970,75,2,3,79,79,0.017321336,0,47,0.023180352,14779,0,1554.69246904391
151,300_8970_75_2_9,45,240489,pilot.json,300,8970,75,2,9,45,400357,0,-39.9313612600754,FALSE,CBFS,300,8970,75,2,9,79,79,0.017710562,0,45,0.02355445,14779,0,1527.23458962041
152,300_8970_75_4_1,2,693980,pilot.json,300,8970,75,4,1,2,1167946,0,-40.5811570055465,FALSE,CBFS,300,8970,75,4,1,140,140,0.052897623,0,2,0.099418643,58164,0,1093.14352520459
153,300_8970_75_4_10,1,711586,pilot.json,300,8970,75,4,10,1,1197642,0,-40.5844150422246,FALSE,CBFS,300,8970,75,4,10,140,140,0.06343666,25,1,0.063749952,45924,0,1449.48610748193
154,300_8970_75_4_2,1,709358,pilot.json,300,8970,75,4,2,1,1190684,0,-40.4243275293865,FALSE,CBFS,300,8970,75,4,2,140,140,0.060898896,13,1,0.061345199,44216,0,1504.30161027682
155,300_8970_75_4_4,1,699356,pilot.json,300,8970,75,4,4,1,1177126,0,-40.5878385151632,FALSE,CBFS,300,8970,75,4,4,140,140,0.051653924,0,1,0.051857468,41720,0,1576.30872483221
156,300_8970_75_4_5,1,699322,pilot.json,300,8970,75,4,5,1,1172868,0,-40.3750464672921,FALSE,CBFS,300,8970,75,4,5,140,140,0.053037307,0,1,0.053190967,41720,0,1576.22722914669
157,300_8970_75_4_6,1,705060,pilot.json,300,8970,75,4,6,1,1187098,0,-40.6064200259793,FALSE,CBFS,300,8970,75,4,6,140,140,0.050591598,0,1,0.050796575,41720,0,1589.98082454458
158,300_8970_75_4_7,2,705192,pilot.json,300,8970,75,4,7,2,1182454,0,-40.3619929401059,FALSE,CBFS,300,8970,75,4,7,140,140,0.057023126,0,2,0.099882679,57578,0,1124.75945673695
159,300_8970_75_4_8,1,705724,pilot.json,300,8970,75,4,8,1,1184768,0,-40.4335701166811,FALSE,CBFS,300,8970,75,4,8,140,140,0.060261854,11,1,0.060696575,43932,0,1506.40080123828
160,400_15960_100_3_1,18,879646,pilot.json,400,15960,100,3,1,18,1463854,0,-39.9088980185182,FALSE,CBFS,400,15960,100,3,1,119,119,0.067529812,0,18,0.110312931,50202,0,1652.21305924067
161,400_15960_100_3_10,14,868886,pilot.json,400,15960,100,3,10,14,1446196,0,-39.9192087379581,FALSE,CBFS,400,15960,100,3,10,119,119,0.136939553,0,14,0.213484762,50499,0,1620.60040792887
162,400_15960_100_3_2,15,876006,pilot.json,400,15960,100,3,2,15,1458806,0,-39.9504800501232,FALSE,CBFS,400,15960,100,3,2,119,119,0.068859933,0,15,0.108907125,50438,0,1636.79765256354
163,400_15960_100_3_3,19,862914,pilot.json,400,15960,100,3,3,19,1438974,0,-40.0326899582619,FALSE,CBFS,400,15960,100,3,3,119,119,0.069131826,0,19,0.116967158,50104,0,1622.24572888392
164,400_15960_100_3_4,21,885152,pilot.json,400,15960,100,3,4,21,1474604,0,-39.9735793474045,FALSE,CBFS,400,15960,100,3,4,119,119,0.080138586,16,20,0.114885887,49792,5,1677.69922879177
165,400_15960_100_3_5,14,879624,pilot.json,400,15960,100,3,5,14,1462256,0,-39.844733069996,FALSE,CBFS,400,15960,100,3,5,119,119,0.085230784,30,14,0.110295246,49325,0,1683.32285859098
166,400_15960_100_3_6,17,874750,pilot.json,400,15960,100,3,6,17,1458026,0,-40.0044992338957,FALSE,CBFS,400,15960,100,3,6,119,119,0.082142201,13,17,0.120768278,49501,0,1667.13601745419
167,400_15960_100_3_7,18,878350,pilot.json,400,15960,100,3,7,18,1460446,0,-39.8574134202839,FALSE,CBFS,400,15960,100,3,7,119,119,0.130346699,0,18,0.224892248,50371,0,1643.76129121915
168,400_15960_100_3_8,16,872312,pilot.json,400,15960,100,3,8,16,1452202,0,-39.9317725770933,FALSE,CBFS,400,15960,100,3,8,119,119,0.124125018,0,16,0.179754752,49797,0,1651.73604835633
169,400_15960_100_3_9,16,866432,pilot.json,400,15960,100,3,9,16,1444766,0,-40.0295964882895,FALSE,CBFS,400,15960,100,3,9,119,119,0.09159238,0,16,0.157159173,49602,0,1646.76827547276
170,400_15960_200_6_1,7,13296585,pilot.json,400,15960,200,6,1,7,22164532,0,-40.0096288971949,FALSE,CBFS,400,15960,200,6,1,251,251,0.350626486,0,9,2.397359912,481649,-22.2222222222222,2660.63793343285
171,400_15960_200_6_10,10,13194407,pilot.json,400,15960,200,6,10,10,22005288,0,-40.0398349705762,FALSE,CBFS,400,15960,200,6,10,251,251,1.43439137,101,9,2.418504039,478764,11.1111111111111,2655.93131480228
172,400_15960_200_6_2,7,13208265,pilot.json,400,15960,200,6,2,7,22028768,0,-40.0408366005761,FALSE,CBFS,400,15960,200,6,2,251,251,0.413818894,9,7,2.313158932,477639,0,2665.3238114978
173,400_15960_200_6_3,6,13197509,pilot.json,400,15960,200,6,3,6,22008126,0,-40.0334721820477,FALSE,CBFS,400,15960,200,6,3,251,251,0.306885698,0,7,2.364388745,487422,-14.2857142857143,2607.6145516616
174,400_15960_200_6_4,6,13234091,pilot.json,400,15960,200,6,4,6,22059408,0,-40.0070437067033,FALSE,CBFS,400,15960,200,6,4,251,251,0.405588568,4,6,2.372002335,485256,0,2627.23902435003
175,400_15960_200_6_5,7,13171809,pilot.json,400,15960,200,6,5,7,21953026,0,-40.0000300641925,FALSE,CBFS,400,15960,200,6,5,251,251,1.995610143,181,7,2.499034164,478838,0,2650.78606961018
176,400_15960_200_6_6,7,13184285,pilot.json,400,15960,200,6,6,7,21977304,0,-40.0095434817665,FALSE,CBFS,400,15960,200,6,6,251,251,0.988653366,73,5,2.272358999,490309,40,2588.97470778631
177,400_15960_200_6_7,8,13163089,pilot.json,400,15960,200,6,7,8,21972278,0,-40.0922881095897,FALSE,CBFS,400,15960,200,6,7,251,251,1.6122549,163,8,2.226081029,484872,0,2614.75544061113
178,400_15960_200_6_8,7,13168089,pilot.json,400,15960,200,6,8,7,21955168,0,-40.0228274272372,FALSE,CBFS,400,15960,200,6,8,251,251,1.268486166,104,7,2.279351195,478682,0,2650.90540275172
179,400_15960_200_6_9,7,13113657,pilot.json,400,15960,200,6,9,7,21868312,0,-40.033519733942,FALSE,CBFS,400,15960,200,6,9,251,251,1.901217003,233,7,1.982760243,467966,0,2702.26704504173
180,400_15960_400_12_1,1,211902230,pilot.json,400,15960,400,12,1,1,352569874,0,-39.8978059027244,FALSE,CBFS,400,15960,400,12,1,517,517,1.538625718,0,1,1.539031885,2453682,0,8536.0917999969
181,400_15960_400_12_10,1,211327976,pilot.json,400,15960,400,12,10,1,351843688,0,-39.9369711017809,FALSE,CBFS,400,15960,400,12,10,517,517,1.413164485,0,1,1.413293468,2453682,0,8512.68803373868
182,400_15960_400_12_2,1,211879300,pilot.json,400,15960,400,12,2,1,352705906,0,-39.9274873497582,FALSE,CBFS,400,15960,400,12,2,517,517,3.687633931,45,1,3.694996357,2612413,0,8010.48253090151
183,400_15960_400_12_3,1,211633810,pilot.json,400,15960,400,12,3,1,352277774,0,-39.9241662064096,FALSE,CBFS,400,15960,400,12,3,517,517,1.510131728,0,1,1.510963249,2453682,0,8525.15232210205
184,400_15960_400_12_4,1,212410816,pilot.json,400,15960,400,12,4,1,353572906,0,-39.924464687348,FALSE,CBFS,400,15960,400,12,4,517,517,11.791764613,281,1,11.799335192,3356440,0,6228.45562560332
185,400_15960_400_12_6,1,211843698,pilot.json,400,15960,400,12,6,1,352609624,0,-39.9211809374778,FALSE,CBFS,400,15960,400,12,6,517,517,1.405742556,0,1,1.406086336,2453682,0,8533.70632380235
186,400_15960_400_12_7,1,211534942,pilot.json,400,15960,400,12,7,1,352167332,0,-39.9334001826155,FALSE,CBFS,400,15960,400,12,7,517,517,1.41018625,0,1,1.410332085,2453682,0,8521.12294910262
187,400_15960_400_12_8,1,212727126,pilot.json,400,15960,400,12,8,1,354131638,0,-39.9299291073225,FALSE,CBFS,400,15960,400,12,8,517,517,4.689018433,73,1,4.696436404,2701979,0,7773.01181837461
188,400_15960_400_12_9,1,212002018,pilot.json,400,15960,400,12,9,1,352683790,0,-39.8889248638277,FALSE,CBFS,400,15960,400,12,9,517,517,1.486843751,0,1,1.487014855,2453682,0,8540.15866766761
189,400_15960_400_6_5,74,59818687,pilot.json,400,15960,400,6,5,74,99463866,0,-39.8588759861797,FALSE,CBFS,400,15960,400,6,5,293,293,0.48407843,0,74,4.672291038,1209902,0,4844.09357121486
190,400_15960_500_12_1,6,348012462,pilot.json,400,15960,500,12,1,6,578865308,0,-39.8802351444423,FALSE,CBFS,400,15960,500,12,1,544,544,35.045576302,469,5,41.598617733,5676135,20,6031.1519546311
191,400_15960_500_12_10,6,348524146,pilot.json,400,15960,500,12,10,6,579771848,0,-39.8859832186954,FALSE,CBFS,400,15960,500,12,10,544,544,29.307006184,373,6,40.834519579,5661076,0,6056.50003638884
192,400_15960_500_12_2,9,349580700,pilot.json,400,15960,500,12,2,9,581425448,0,-39.8752322928941,FALSE,CBFS,400,15960,500,12,2,544,544,20.195709586,205,7,53.196316125,5628703,28.5714285714286,6110.67944071663
193,400_15960_500_12_3,8,349079668,pilot.json,400,15960,500,12,3,8,580482344,0,-39.8638612167677,FALSE,CBFS,400,15960,500,12,3,544,544,9.391929857,101,6,45.195536214,5665560,33.3333333333333,6061.43272686195
194,400_15960_500_12_4,7,347875440,pilot.json,400,15960,500,12,4,7,578701366,0,-39.8868811379305,FALSE,CBFS,400,15960,500,12,4,544,544,21.225413616,231,7,50.857454261,5648879,0,6058.30928578927
195,400_15960_500_12_5,4,347851066,pilot.json,400,15960,500,12,5,4,578437736,0,-39.8636976201705,FALSE,CBFS,400,15960,500,12,5,544,544,1.871647683,0,5,37.713087815,5578543,-20,6135.51823477922
196,400_15960_500_12_6,9,349260682,pilot.json,400,15960,500,12,6,10,581254246,-10,-39.9125796665578,FALSE,CBFS,400,15960,500,12,6,544,544,26.965027697,263,9,54.030738224,5648677,0,6083.05281041915
197,400_15960_500_12_7,8,349292972,pilot.json,400,15960,500,12,7,8,580942384,0,-39.8747652744855,FALSE,CBFS,400,15960,500,12,7,544,544,13.010565162,140,8,53.079659234,5619419,0,6115.82003406402
198,400_15960_500_12_8,8,348932302,pilot.json,400,15960,500,12,8,8,580414898,0,-39.8822629807824,FALSE,CBFS,400,15960,500,12,8,544,544,11.967917392,120,7,52.953321007,5668456,14.2857142857143,6055.68511072504
199,400_15960_500_12_9,9,349667896,pilot.json,400,15960,500,12,9,9,581552802,0,-39.8734053386953,FALSE,CBFS,400,15960,500,12,9,544,544,23.213828113,252,9,51.455030949,5658549,0,6079.4621907489
200,500_24950_125_3_1,24,1435139,pilot.json,500,24950,125,3,1,24,2389069,0,-39.9289430317835,FALSE,CBFS,500,24950,125,3,1,126,126,0.170001,0,24,0.304719456,68153,0,2005.76056813346
201,500_24950_125_3_10,22,1392203,pilot.json,500,24950,125,3,10,22,2323593,0,-40.0840422569701,FALSE,CBFS,500,24950,125,3,10,126,126,0.114511641,0,22,0.244158278,68056,0,1945.67268132126
202,500_24950_125_3_2,23,1418593,pilot.json,500,24950,125,3,2,23,2359407,0,-39.8750194434449,FALSE,CBFS,500,24950,125,3,2,126,126,0.195441351,0,23,0.353805601,68059,0,1984.35768965163
203,500_24950_125_3_3,17,1417083,pilot.json,500,24950,125,3,3,17,2362515,0,-40.0180316315452,FALSE,CBFS,500,24950,125,3,3,126,126,0.1053943,0,17,0.234151688,67921,0,1986.36945863577
204,500_24950_125_3_4,20,1415493,pilot.json,500,24950,125,3,4,20,2354993,0,-39.8939614682507,FALSE,CBFS,500,24950,125,3,4,126,126,0.1106886,0,20,0.244721973,67875,0,1985.4408839779
205,500_24950_125_3_5,24,1420031,pilot.json,500,24950,125,3,5,24,2364469,0,-39.9429216454096,FALSE,CBFS,500,24950,125,3,5,126,126,0.10673345,0,24,0.274812649,67447,0,2005.40276068617
206,500_24950_125_3_6,23,1420917,pilot.json,500,24950,125,3,6,23,2369703,0,-40.0381820000228,FALSE,CBFS,500,24950,125,3,6,126,126,0.10712607,0,23,0.237181089,67755,0,1997.13969448749
207,500_24950_125_3_7,24,1428109,pilot.json,500,24950,125,3,7,24,2379209,0,-39.9754708392579,FALSE,CBFS,500,24950,125,3,7,126,126,0.226627716,95,23,0.238856474,67578,4.34782608695652,2013.27503033532
208,500_24950_125_3_8,24,1427523,pilot.json,500,24950,125,3,8,24,2379121,0,-39.9978815705464,FALSE,CBFS,500,24950,125,3,8,126,126,0.132776068,13,24,0.235696044,67371,0,2018.89833904796
209,500_24950_125_3_9,20,1424755,pilot.json,500,24950,125,3,9,20,2371583,0,-39.9238820652703,FALSE,CBFS,500,24950,125,3,9,126,126,0.144383803,0,20,0.273555493,67431,0,2012.90800966914
210,500_24950_250_7_1,2,28356927,pilot.json,500,24950,250,7,1,2,47302110,0,-40.0514543642979,FALSE,CBFS,500,24950,250,7,1,300,300,0.638459307,0,3,4.861693904,843428,-33.3333333333333,3262.10405630356
211,500_24950_250_7_10,2,28294081,pilot.json,500,24950,250,7,10,2,47192190,0,-40.044992614244,FALSE,CBFS,500,24950,250,7,10,300,300,1.05522723,23,3,4.74763896,825940,-33.3333333333333,3325.68237402233
212,500_24950_250_7_2,3,28156871,pilot.json,500,24950,250,7,2,3,47001002,0,-40.0930409951686,FALSE,CBFS,500,24950,250,7,2,300,300,0.651390141,0,3,4.874274155,843713,0,3237.2569819358
213,500_24950_250_7_3,3,28140931,pilot.json,500,24950,250,7,3,3,47015456,0,-40.1453619847907,FALSE,CBFS,500,24950,250,7,3,300,300,2.202233054,101,2,4.790420231,841918,50,3242.47883998204
214,500_24950_250_7_4,1,28274279,pilot.json,500,24950,250,7,4,1,47173084,0,-40.0626870187245,FALSE,CBFS,500,24950,250,7,4,300,300,0.662980743,0,2,4.941188594,841975,-50,3258.09008581015
215,500_24950_250_7_5,3,28245771,pilot.json,500,24950,250,7,5,3,47120762,0,-40.0566336342354,FALSE,CBFS,500,24950,250,7,5,300,300,0.594933545,0,2,4.583224621,843025,50,3250.52590373951
216,500_24950_250_7_6,3,28200947,pilot.json,500,24950,250,7,6,3,47039258,0,-40.0480615574336,FALSE,CBFS,500,24950,250,7,6,300,300,0.656294084,0,3,4.721802198,839115,0,3260.79643433856
217,500_24950_250_7_7,3,28022929,pilot.json,500,24950,250,7,7,3,46739842,0,-40.0448786283873,FALSE,CBFS,500,24950,250,7,7,300,300,1.306029631,47,3,4.223960764,810195,0,3358.78819296589
218,500_24950_250_7_8,1,28072613,pilot.json,500,24950,250,7,8,1,46802100,0,-40.0184756666902,FALSE,CBFS,500,24950,250,7,8,300,300,0.721262702,0,2,4.562986904,828730,-50,3287.42569956439
219,500_24950_250_7_9,3,28313773,pilot.json,500,24950,250,7,9,3,47202998,0,-40.0170027335976,FALSE,CBFS,500,24950,250,7,9,300,300,1.664581772,58,3,4.721070172,845547,0,3248.57470962584
220,500_24950_500_7_1,70,129469934,pilot.json,500,24950,500,7,1,70,215177826,0,-39.8311915280713,FALSE,CBFS,500,24950,500,7,1,349,349,6.691212916,162,67,12.933572334,2156106,4.47761194029851,5904.80375269119
221,500_24950_500_7_10,70,129201060,pilot.json,500,24950,500,7,10,70,214708680,0,-39.8249479247881,FALSE,CBFS,500,24950,500,7,10,349,349,5.874575451,137,70,11.064696092,2160291,0,5880.72481901744
222,500_24950_500_7_2,74,130234684,pilot.json,500,24950,500,7,2,74,216401796,0,-39.8181131546616,FALSE,CBFS,500,24950,500,7,2,349,349,3.644648687,71,70,13.233153385,2160948,5.71428571428571,5926.73844997658
223,500_24950_500_7_3,66,129349062,pilot.json,500,24950,500,7,3,66,215104078,0,-39.8667551063351,FALSE,CBFS,500,24950,500,7,3,349,349,2.244953827,35,66,13.558927514,2161846,0,5883.2690210126
224,500_24950_500_7_4,74,130482454,pilot.json,500,24950,500,7,4,74,217356180,0,-39.9683717297571,FALSE,CBFS,500,24950,500,7,4,349,349,2.26734177,38,73,13.558330968,2171922,1.36986301369863,5907.69521189067
225,500_24950_500_7_5,69,130018140,pilot.json,500,24950,500,7,5,69,216033006,0,-39.8156131753312,FALSE,CBFS,500,24950,500,7,5,349,349,1.367591973,8,69,13.643747933,2152975,0,5938.99905944101
226,500_24950_500_7_6,74,129726438,pilot.json,500,24950,500,7,6,74,215609582,0,-39.8327120730655,FALSE,CBFS,500,24950,500,7,6,349,349,10.674912571,275,72,12.634693767,2158866,2.77777777777778,5909.00834048987
227,500_24950_500_7_7,75,129915426,pilot.json,500,24950,500,7,7,75,216047610,0,-39.8672237105516,FALSE,CBFS,500,24950,500,7,7,349,349,0.935384963,0,76,13.018990303,2161565,-1.31578947368421,5910.24840798218
228,500_24950_500_7_8,74,130158956,pilot.json,500,24950,500,7,8,74,216324390,0,-39.8315853334892,FALSE,CBFS,500,24950,500,7,8,349,349,1.48257219,11,72,13.294700954,2165725,2.77777777777778,5909.94844682497
229,500_24950_500_7_9,69,129354372,pilot.json,500,24950,500,7,9,69,214975408,0,-39.8282932901795,FALSE,CBFS,500,24950,500,7,9,349,349,6.708880494,162,66,12.128614308,2155087,4.54545454545455,5902.28074319041
230,500_24950_625_15_10,1,860396059,pilot.json,500,24950,625,15,10,1,1430775203,0,-39.865042586987,FALSE,CBFS,500,24950,625,15,10,684,684,4.59762807,0,1,4.597971882,6350940,0,13447.5387737878
231,500_24950_625_15_2,1,859518307,pilot.json,500,24950,625,15,2,1,1429987827,0,-39.8933130218877,FALSE,CBFS,500,24950,625,15,2,684,684,4.434167401,0,1,4.434816328,6350940,0,13433.7179535628
232,500_24950_625_15_3,1,860393911,pilot.json,500,24950,625,15,3,1,1430814463,0,-39.8668427494082,FALSE,CBFS,500,24950,625,15,3,684,684,4.216723929,0,1,4.231580316,6350940,0,13447.5049520229
233,500_24950_625_15_4,1,859547937,pilot.json,500,24950,625,15,4,1,1429011909,0,-39.8501907796207,FALSE,CBFS,500,24950,625,15,4,684,684,4.116841123,0,1,4.117103885,6350940,0,13434.1844986726
234,500_24950_625_15_5,1,858346995,pilot.json,500,24950,625,15,5,1,1427108095,0,-39.8541008906547,FALSE,CBFS,500,24950,625,15,5,684,684,4.382260684,0,1,4.382594206,6350940,0,13415.2748254589
235,500_24950_625_15_8,1,861150285,pilot.json,500,24950,625,15,8,1,1432348615,0,-39.878443279676,FALSE,CBFS,500,24950,625,15,8,684,684,4.720276049,0,1,4.720574822,6350940,0,13459.414590596
236,500_24950_625_15_9,1,861717683,pilot.json,500,24950,625,15,9,1,1432702049,0,-39.8536713476844,FALSE,CBFS,500,24950,625,15,9,684,684,4.4045099,0,1,4.404743914,6350940,0,13468.3486696458
237,500_24950_625_7_1,112,209253827,pilot.json,500,24950,625,7,1,112,347612545,0,-39.8025675396727,FALSE,CBFS,500,24950,625,7,1,365,365,5.922587251,123,111,13.406636923,2859291,0.900900900900901,7218.38161977917
238,500_24950_625_7_6,110,209582269,pilot.json,500,24950,625,7,6,110,348336741,0,-39.8334300314304,FALSE,CBFS,500,24950,625,7,6,365,365,1.717771381,7,109,14.179981208,2858097,0.917431192660551,7232.93058283186
239,500_24950_625_7_7,119,210073861,pilot.json,500,24950,625,7,7,119,349096997,0,-39.8236413359924,FALSE,CBFS,500,24950,625,7,7,365,365,3.980229768,48,119,16.791520194,2863181,0,7237.07931842241
